1,中村あやの,安眠妨害罪,09年11月9日
2,白坂奈々,練習妨害罪,09年11月9日
3,鈴木美知代,窃盗罪,09年11月9日
4,伊藤元太,やめてくだ罪,09年11月16日
5,笠原拓巳,窃盗罪,09年11月16日
